timestamp,q_w,q_x,q_y,q_z,x,y,z,speed_x,speed_y,speed_z,gyr_x,gyr_y,gyr_z
1690153980518.4065,0.99636656,-0.00000362393,0.000003624055,0.08516861,-4.361851e-12,2.0,-3.732294e-16,-1.6695283e-9,1.6846049e-9,-2.7422509e-14,-2.3637259e-11,-2.2219877e-9,3.9166198e-7
1690153980534.9607,0.99636656,-0.00000362393,0.000003624055,0.08516861,4.931797e-11,2.0,3.539667e-16,-3.5323298e-9,1.5188597e-8,-1.5354384e-13,-2.1648477e-12,-7.5751083e-10,-9.6060084e-8
1690153980563.7412,0.99636656,-0.00000362393,0.000003624055,0.08516861,-3.6701895e-11,2.0,-1.4945548e-15,-2.906523e-9,1.0415658e-8,-1.0114132e-13,-9.352032e-13,-7.5687795e-10,-1.4047015e-7
1690153980574.4492,0.99636656,-0.00000362393,0.000003624055,0.08516861,3.905243e-11,2.0,-5.7492e-16,-1.4829353e-9,8.327729e-9,-1.5443202e-13,-5.650169e-12,-7.5977147e-10,1.01605046e-7
1690153980585.1016,0.99636656,-0.00000362393,0.000003624055,0.08516861,-4.772629e-11,2.0,-1.490854e-15,-2.0233573e-9,2.3308444e-9,1.120215e-13,2.4758362e-11,-7.503865e-10,2.883626e-7
1690153980605.6182,0.99636656,-0.00000362393,0.000003624055,0.08516861,1.0859067e-11,2.0,9.446628e-16,1.1197101e-9,-5.5855707e-9,4.096723e-14,-3.08455e-11,-1.1860851e-9,9.004962e-8
1690153980618.4253,0.99636656,-0.00000362393,0.000003624055,0.08516861,2.2714212e-11,2.0,-1.2448388e-16,-3.129772e-9,7.452561e-9,1.9650948e-14,-1.1397933e-12,-1.2040593e-9,8.818524e-8
1690153980641.3167,0.99636656,-0.00000362393,0.000003624055,0.08516861,-4.495212e-11,2.0,-7.443584e-16,2.9237643e-9,-9.311316e-9,1.04916076e-13,6.672283e-12,-7.539554e-10,3.4663884e-7
1690153980652.3481,0.99636656,-0.00000362393,0.000003624055,0.08516861,-1.0451657e-11,2.0,-8.567546e-16,1.8177104e-9,-7.4488e-9,1.0669243e-13,7.635221e-12,-9.877275e-10,2.9011096e-7
1690153980668.5496,0.99636656,-0.00000362393,0.000003624055,0.08516861,3.926542e-11,2.0,2.8162336e-15,-4.1193418e-9,1.3971772e-8,-1.0647039e-13,1.3691728e-12,-7.558046e-10,9.071743e-8
1690153980698.6726,0.99636656,-0.00000362393,0.000003624055,0.08516861,1.4181479e-11,2.0,9.996837e-16,-1.2090586e-9,4.192767e-9,1.8873791e-15,-1.4363712e-11,-1.1442064e-9,6.170078e-7
1690153980709.2043,0.99636656,-0.00000362393,0.000003624055,0.08516861,9.7335855e-12,2.0,2.1731007e-15,-1.9656443e-9,1.3506128e-8,-4.0745185e-14,-3.043306e-12,-7.8277174e-10,2.6483997e-7
1690153980718.5876,0.99636656,-0.00000362393,0.000003624055,0.08516861,-2.3003661e-11,2.0,-2.2955474e-15,-3.1587204e-9,6.754254e-9,4.096723e-14,-2.063415e-11,-7.594572e-10,1.13770426e-7
1690153980738.7004,0.99636656,-0.00000362393,0.000003624055,0.08516861,4.5521364e-12,2.0,-4.0186292e-16,4.4994364e-10,-8.147158e-9,1.7952306e-13,1.7797304e-11,-1.2326224e-9,-3.2827668e-8
1690153980752.009,0.99636656,-0.00000362393,0.000003624055,0.08516861,-2.2714257e-12,2.0,2.2863108e-16,-1.12205e-9,-1.3955281e-9,-5.2180482e-15,2.3980715e-11,-1.329035e-9,1.6046845e-7
1690153980776.2268,0.99636656,-0.00000362393,0.000003624055,0.08516861,-3.6478293e-11,2.0,-5.688792e-16,4.2043147e-11,6.986304e-9,-6.028511e-14,5.1511117e-12,-7.536301e-10,2.5030963e-7
1690153980787.0786,0.99636656,-0.00000362393,0.000003624055,0.08516861,3.369864e-11,2.0,1.253361e-16,3.068791e-9,-6.5179337e-9,4.5408122e-14,-8.564652e-12,-9.76598e-10,2.2602342e-7
1690153980801.996,0.99636656,-0.00000362393,0.000003624055,0.08516861,1.5014675e-11,2.0,1.1189858e-15,-2.2279143e-9,3.02835e-9,2.2315483e-14,6.8873284e-12,-7.5387635e-10,7.620601e-8
1690153980818.713,0.99636656,-0.00000362393,0.000003624055,0.08516861,9.801613e-13,2.0,1.287525e-16,1.0316503e-9,-4.422307e-9,1.3433699e-14,4.282076e-12,-1.1755285e-9,4.455748e-8
1690153980836.3142,0.99636656,-0.00000362393,0.000003624055,0.08516861,-3.1766183e-11,2.0,9.532807e-16,-6.562899e-10,-1.8610726e-9,6.3282712e-15,2.2214139e-11,-8.5473284e-10,2.5788816e-7
1690153980851.903,0.99636656,-0.00000362393,0.000003624055,0.08516861,2.7167529e-11,2.0,-8.360287e-16,-4.032151e-9,1.3040305e-8,-7.771561e-16,-6.9351087e-12,-7.575458e-10,2.495692e-7
1690153980872.5452,0.99636656,-0.00000362393,0.000003624055,0.08516861,6.557411e-12,2.0,9.840903e-17,3.2185352e-9,-9.2384465e-9,1.4310775e-13,2.4524157e-13,-7.571686e-10,3.9746757e-9
1690153980885.4033,0.99636656,-0.00000362393,0.000003624055,0.08516861,9.5110066e-12,2.0,-2.0550612e-15,-1.9036563e-9,1.5208869e-8,-1.5709656e-13,4.076961e-11,-8.223528e-10,-4.3781437e-8
1690153980909.0789,0.99636656,-0.00000362393,0.000003624055,0.08516861,3.6020242e-11,2.0,3.3794806e-15,1.0795649e-9,-6.793533e-9,4.1855408e-14,-2.5427289e-11,-7.639166e-10,-5.293341e-7
1690153980935.5496,0.99636656,-0.00000362393,0.000003624055,0.08516861,-2.9374315e-12,2.0,-3.6932076e-16,-1.5400077e-9,-1.6715291e-9,6.317169e-14,4.0140342e-11,-1.0039809e-9,-3.7471093e-8
1690153980952.1594,0.99636656,-0.00000362393,0.000003624055,0.08516861,2.9628095e-11,2.0,1.6309312e-15,-7.8338624e-10,8.8951513e-10,1.0669243e-13,1.263695e-11,-7.5025547e-10,5.100886e-7
1690153980969.3052,0.99636656,-0.00000362393,0.000003624055,0.08516861,2.0476575e-11,2.0,1.2775102e-15,-1.445511e-9,-2.195506e-9,7.382983e-14,-1.6820817e-11,-7.6171197e-10,-3.6746246e-7
1690153980985.6516,0.99636656,-0.00000362393,0.000003624055,0.08516861,2.7451652e-11,2.0,2.270817e-15,5.972609e-10,-1.3043903e-8,3.2085445e-14,-8.868826e-12,-7.574747e-10,4.8216325e-8
1690153981004.4255,0.99636656,-0.00000362393,0.000003624055,0.08516861,2.1910586e-11,2.0,1.3844889e-15,1.8402813e-10,7.574433e-9,-1.5443202e-13,8.120086e-13,-7.5630796e-10,-4.83566e-8
1690153981018.8535,0.99636656,-0.00000362393,0.000003624055,0.08516861,-4.9465466e-12,2.0,2.5527074e-15,-2.1660662e-9,1.6713084e-8,-1.100231e-13,-1.01724774e-11,-7.862195e-10,6.547827e-7
1690153981043.109,0.99636656,-0.00000362393,0.000003624055,0.08516861,1.33077264e-11,2.0,1.1926841e-15,-4.779971e-10,5.0134004e-9,-1.6320278e-14,-1.7115925e-11,-7.636304e-10,-6.2532206e-7
1690153981053.8801,0.99636656,-0.00000362393,0.000003624055,0.08516861,-3.5632938e-11,2.0,9.646685e-16,1.5591434e-9,-1.9716704e-9,1.0447199e-13,4.070008e-11,-8.9905894e-10,6.028708e-8
1690153981068.8354,0.99636656,-0.00000362393,0.000003624055,0.08516861,-1.738248e-11,2.0,-3.731503e-16,-2.3407987e-9,5.478876e-9,-4.7406523e-14,-5.8057678e-12,-7.574955e-10,3.4587945e-8
1690153981085.476,0.99636656,-0.00000362393,0.000003624055,0.08516861,-4.9728407e-12,2.0,9.513564e-16,3.0139353e-9,-5.6974354e-9,7.338574e-14,1.2601148e-12,-1.1854767e-9,-3.5060796e-7
1690153981102.3462,0.99636656,-0.00000362393,0.000003624055,0.08516861,-1.1902928e-11,2.0,-4.6484533e-17,-1.4682469e-9,6.6423604e-9,-3.141931e-14,-1.431518e-11,-8.730925e-10,1.3635636e-7
1690153981103.3613,0.99636656,-0.00000362393,0.000003624055,0.08516861,5.2831545e-11,2.0,1.0866539e-15,-3.0407676e-10,5.887837e-10,5.6732397e-14,9.087909e-12,-7.548158e-10,1.2750796e-7
1690153981137.925,0.99636656,-0.00000362393,0.000003624055,0.08516861,2.8382234e-11,2.0,-5.731296e-16,2.4245517e-9,-8.622408e-9,5.2180482e-15,1.0603368e-11,-7.5442713e-10,1.471492e-7
